loc_rowid,pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
3365,K2-55 b,K2-55,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.84930200,,4.070,0.363,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.66,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m00.45s,333.7518786,-17d15m02.88s,-17.2508002,159.5220000,13.5190000,10.4710000,13.0624000,2019-09-05,2019-09,2019-09-05
3366,K2-55 b,K2-55,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=SCHMITT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..159S/abstract target=ref>Schmitt et al. 2016</a>,2.84930000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4279.00,0.74,0.67,,,4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m00.45s,333.7518786,-17d15m02.88s,-17.2508002,159.5220000,13.5190000,10.4710000,13.0624000,2016-06-09,2016-06,2016-06-09
3367,K2-55 b,K2-55,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2.84928180,,4.430,0.395,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4237.00,0.65,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m00.45s,333.7518786,-17d15m02.88s,-17.2508002,159.5220000,13.5190000,10.4710000,13.0624000,2015-12-05,2016-01,2015-12-05
3368,K2-55 b,K2-55,1,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.84925800,0.034860,3.820,0.341,,,,,115.00,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4456.00,0.63,0.70,,,4.67,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m00.45s,333.7518786,-17d15m02.88s,-17.2508002,159.5220000,13.5190000,10.4710000,13.0624000,2016-07-14,2016-09,2016-07-18
3369,K2-55 b,K2-55,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,2.84947127,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4279.00,0.74,0.67,,,4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m00.45s,333.7518786,-17d15m02.88s,-17.2508002,159.5220000,13.5190000,10.4710000,13.0624000,2016-12-21,2016-10,2016-12-21
3370,K2-55 b,K2-55,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.84927400,0.035000,4.380,0.391,,,,0.070000,141.30,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4299.98,0.72,0.69,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m00.45s,333.7518786,-17d15m02.88s,-17.2508002,159.5220000,13.5190000,10.4710000,13.0624000,2017-10-23,2017-11,2017-10-26
3371,K2-57 b,K2-57,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,9.00715600,,2.530,0.226,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4388.00,0.68,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h50m46.04s,342.6918241,-14d04m12.00s,-14.0700007,264.2130000,14.4140000,11.6450000,14.1038000,2015-12-05,2016-01,2015-12-05
3372,K2-57 b,K2-57,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,9.00740000,,2.180,0.194,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.60,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h50m46.04s,342.6918241,-14d04m12.00s,-14.0700007,264.2130000,14.4140000,11.6450000,14.1038000,2019-09-05,2019-09,2019-09-05
3373,K2-57 b,K2-57,1,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,9.00630000,0.074600,2.100,0.187,,,,,24.10,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4434.00,0.62,0.68,,,4.68,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h50m46.04s,342.6918241,-14d04m12.00s,-14.0700007,264.2130000,14.4140000,11.6450000,14.1038000,2016-07-14,2016-09,2016-07-18
3374,K2-58 b,K2-58,1,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,7.05254000,0.069200,2.680,0.239,,,,,118.00,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5413.00,0.86,0.89,,,4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2016-07-14,2016-09,2016-07-18
3375,K2-58 b,K2-58,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,7.05252730,,2.620,0.234,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4998.00,0.76,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2015-12-05,2016-01,2015-12-05
3376,K2-58 b,K2-58,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.05235000,,2.720,0.243,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.84,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2019-09-05,2019-09,2019-09-05
3377,K2-58 b,K2-58,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,7.05247500,,2.594,0.231,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5134.00,0.80,0.86,0.110,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2018-02-14,2018-03,2018-02-15
3378,K2-58 b,K2-58,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,7.05240378,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5020.00,0.84,0.83,,,4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2016-12-21,2016-10,2016-12-21
3379,K2-58 c,K2-58,1,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.53726000,0.035000,1.620,0.145,,,,,462.00,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5413.00,0.86,0.89,,,4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2016-07-14,2016-09,2016-07-18
3380,K2-58 c,K2-58,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.53712000,,1.710,0.153,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.84,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2019-09-05,2019-09,2019-09-05
3381,K2-58 c,K2-58,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2.53707100,,1.625,0.145,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5134.00,0.80,0.86,0.110,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2018-02-14,2018-03,2018-02-15
3382,K2-58 c,K2-58,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2.53704220,,1.640,0.146,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4998.00,0.76,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2015-12-05,2016-01,2015-12-05
3383,K2-58 d,K2-58,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,22.88114500,,1.780,0.159,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4998.00,0.76,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2015-12-05,2016-01,2015-12-05
3384,K2-58 d,K2-58,1,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,22.88270000,0.151700,1.710,0.153,,,,,24.60,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5413.00,0.86,0.89,,,4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2016-07-14,2016-09,2016-07-18
3385,K2-58 d,K2-58,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,22.88200000,,1.840,0.164,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.84,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2019-09-05,2019-09,2019-09-05
3386,K2-58 d,K2-58,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,22.88159000,,1.752,0.156,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5134.00,0.80,0.86,0.110,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000,2018-02-14,2018-03,2018-02-15
3387,K2-59 b,K2-59,1,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,20.69210000,0.135400,2.410,0.215,,,,,17.10,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5055.00,0.73,0.77,,,4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.3130000,14.2660000,11.8380000,13.9395000,2016-07-14,2016-09,2016-07-18
3388,K2-59 b,K2-59,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,20.69845300,,2.690,0.240,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4775.00,0.73,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.3130000,14.2660000,11.8380000,13.9395000,2015-12-05,2016-01,2015-12-05
3389,K2-59 b,K2-59,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,20.69150000,,2.100,0.190,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.64,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.3130000,14.2660000,11.8380000,13.9395000,2019-09-05,2019-09,2019-09-05
3390,K2-59 c,K2-59,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,11.29665000,,2.080,0.186,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.64,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.3130000,14.2660000,11.8380000,13.9395000,2019-09-05,2019-09,2019-09-05
3391,K2-59 c,K2-59,1,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,11.29540000,0.090500,2.300,0.205,,,,,38.30,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5055.00,0.73,0.77,,,4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.3130000,14.2660000,11.8380000,13.9395000,2016-07-14,2016-09,2016-07-18
3392,K2-59 c,K2-59,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,11.29515800,,2.470,0.220,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4775.00,0.73,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.3130000,14.2660000,11.8380000,13.9395000,2015-12-05,2016-01,2015-12-05
3393,K2-6 b,K2-6,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,30.94459300,,2.312,0.206,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5617.00,0.86,0.93,-0.120,[Fe/H],4.67,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418,316.8190000,12.6600000,11.0690000,12.5018000,2018-02-14,2018-03,2018-02-15
3394,K2-6 b,K2-6,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,30.94030000,,2.440,0.218,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.86,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418,316.8190000,12.6600000,11.0690000,12.5018000,2019-09-05,2019-09,2019-09-05
3395,K2-6 b,K2-6,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,30.93490000,0.188200,2.500,0.223,,,,,28.60,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5767.00,1.01,0.93,,,4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418,316.8190000,12.6600000,11.0690000,12.5018000,2016-07-14,2016-09,2016-07-18
3396,K2-6 b,K2-6,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,30.94464800,,3.060,0.273,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5710.00,0.96,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418,316.8190000,12.6600000,11.0690000,12.5018000,2015-12-05,2016-01,2015-12-05
3397,K2-6 b,K2-6,1,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,30.94191000,0.189800,2.500,0.223,,,,,,615,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5850.00,0.96,0.97,-0.140,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418,316.8190000,12.6600000,11.0690000,12.5018000,2015-07-13,2015-08,2015-07-16
3398,K2-60 b,K2-60,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.00265400,,10.450,0.932,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.52,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,491.8700000,12.8570000,10.9930000,12.6108000,2019-09-05,2019-09,2019-09-05
